"","ï..Web.ID","Region","Reported.Date","Reported.Year","Reported.Month","Number.Dead","Minimum.Estimated.Number.of.Missing","Total.Dead.and.Missing","Number.of.Survivors","Number.of.Females","Number.of.Males","Number.of.Children","Cause.of.Death"
"581",40294,"North Africa","15-Nov-15",2015,"Nov",1,NA,1,NA,NA,NA,NA,"Dehydration"
"582",40688,"North Africa","15-Nov-15",2015,"Nov",15,NA,15,NA,NA,NA,NA,"Shot"
"583",40859,"Europe","13-Nov-15",2015,"Nov",1,NA,1,NA,1,NA,1,"Train Accident"
"584",40685,"North Africa","6-Nov-15",2015,"Nov",1,NA,1,NA,NA,1,NA,"Shot"
"585",40668,"North Africa","1-Nov-15",2015,"Nov",12,NA,12,NA,NA,NA,NA,"Murdered"
"586",40458,"US-Mexico Border","29-Oct-15",2015,"Oct",1,NA,1,NA,NA,NA,NA,"Drowning"
"587",40865,"Central America","29-Oct-15",2015,"Oct",1,NA,1,NA,NA,1,NA,"Train Accident"
"588",40610,"Europe","28-Oct-15",2015,"Oct",1,NA,1,NA,1,NA,NA,"Cardiac arrest"
"589",40764,"North Africa","28-Oct-15",2015,"Oct",2,NA,2,NA,NA,NA,NA,"Harsh conditions"
"590",40609,"Central America","26-Oct-15",2015,"Oct",1,NA,1,NA,NA,1,NA,"Cardiac arrest"
"591",40440,"US-Mexico Border","22-Oct-15",2015,"Oct",1,NA,1,NA,NA,1,NA,"Drowning"
"592",40434,"US-Mexico Border","21-Oct-15",2015,"Oct",1,NA,1,NA,1,NA,NA,"Drowning"
"593",40435,"US-Mexico Border","21-Oct-15",2015,"Oct",1,NA,1,NA,NA,1,NA,"Drowning"
"594",40732,"North Africa","20-Oct-15",2015,"Oct",1,NA,1,NA,NA,NA,NA,"Starvation"
"595",40775,"North Africa","20-Oct-15",2015,"Oct",3,NA,3,NA,NA,NA,NA,"Starvation"
"596",40776,"North Africa","20-Oct-15",2015,"Oct",3,NA,3,NA,NA,NA,NA,"Starvation"
"597",40812,"North Africa","20-Oct-15",2015,"Oct",5,NA,5,NA,NA,NA,NA,"Starvation"
"598",40813,"North Africa","20-Oct-15",2015,"Oct",2,NA,2,NA,NA,NA,NA,"Starvation"
"599",40814,"North Africa","20-Oct-15",2015,"Oct",1,NA,1,NA,NA,NA,NA,"Starvation"
"600",40815,"North Africa","20-Oct-15",2015,"Oct",1,NA,1,NA,NA,NA,NA,"Starvation"
"601",40816,"North Africa","20-Oct-15",2015,"Oct",30,NA,30,NA,NA,NA,NA,"Starvation"
"602",40430,"US-Mexico Border","18-Oct-15",2015,"Oct",1,NA,1,NA,1,NA,NA,"Drowning"
"603",40632,"US-Mexico Border","16-Oct-15",2015,"Oct",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"604",40855,"Europe","16-Oct-15",2015,"Oct",1,NA,1,NA,NA,1,1,"Train Accident"
"605",40684,"Europe","15-Oct-15",2015,"Oct",1,NA,1,NA,NA,1,NA,"Shot"
"606",40850,"Europe","15-Oct-15",2015,"Oct",1,NA,1,NA,NA,NA,NA,"Train Accident"
"607",40424,"Central America","14-Oct-15",2015,"Oct",1,NA,1,NA,NA,1,NA,"Drowning"
"608",40681,"US-Mexico Border","14-Oct-15",2015,"Oct",1,NA,1,NA,NA,1,NA,"Shot"
"609",40774,"North Africa","13-Oct-15",2015,"Oct",28,NA,28,NA,NA,NA,NA,"Starvation"
"610",40810,"North Africa","13-Oct-15",2015,"Oct",5,NA,5,NA,NA,NA,NA,"Starvation"
"611",40811,"North Africa","13-Oct-15",2015,"Oct",1,NA,1,NA,NA,NA,NA,"Starvation"
"612",40422,"US-Mexico Border","11-Oct-15",2015,"Oct",1,NA,1,NA,NA,1,NA,"Drowning"
"613",40809,"North Africa","10-Oct-15",2015,"Oct",1,NA,1,NA,NA,NA,NA,"Starvation"
"614",40808,"North Africa","8-Oct-15",2015,"Oct",8,NA,8,NA,NA,NA,NA,"Starvation"
"615",40807,"North Africa","7-Oct-15",2015,"Oct",4,NA,4,NA,NA,NA,NA,"Starvation"
"616",40805,"North Africa","6-Oct-15",2015,"Oct",3,NA,3,NA,NA,NA,NA,"Starvation"
"617",40806,"North Africa","6-Oct-15",2015,"Oct",1,NA,1,NA,NA,NA,NA,"Starvation"
"618",40696,"Central America","5-Oct-15",2015,"Oct",1,NA,1,NA,NA,1,NA,"Shot"
"619",40292,"North Africa","1-Oct-15",2015,"Oct",7,NA,7,NA,NA,NA,NA,"Dehydration"
"620",40804,"North Africa","1-Oct-15",2015,"Oct",2,NA,2,NA,NA,NA,NA,"Starvation"
"621",40612,"Europe","30-Sep-15",2015,"Sep",1,NA,1,NA,NA,1,NA,"Train Accident"
"622",44611,"North Africa","30-Sep-15",2015,"Sep",1,NA,1,NA,NA,NA,NA,"Shot"
"623",40694,"Central America","29-Sep-15",2015,"Sep",1,NA,1,NA,NA,1,NA,"Shot"
"624",40414,"US-Mexico Border","28-Sep-15",2015,"Sep",1,NA,1,NA,NA,NA,NA,"Drowning"
"625",40849,"Europe","24-Sep-15",2015,"Sep",1,NA,1,NA,NA,1,1,"Train Accident"
"626",40697,"Central America","23-Sep-15",2015,"Sep",1,NA,1,NA,NA,1,NA,"Shot"
"627",40866,"Central America","22-Sep-15",2015,"Sep",2,NA,2,NA,NA,NA,NA,"Train Accident"
"628",40803,"North Africa","21-Sep-15",2015,"Sep",1,NA,1,NA,NA,NA,NA,"Starvation"
"629",40532,"Europe","20-Sep-15",2015,"Sep",1,NA,1,NA,NA,1,NA,"Drowning"
"630",40761,"North Africa","20-Sep-15",2015,"Sep",1,NA,1,NA,NA,NA,NA,"Harsh conditions"
"631",40762,"North Africa","20-Sep-15",2015,"Sep",2,NA,2,NA,NA,NA,NA,"Harsh conditions"
"632",40763,"North Africa","20-Sep-15",2015,"Sep",1,NA,1,NA,NA,NA,NA,"Harsh conditions"
"633",40773,"North Africa","20-Sep-15",2015,"Sep",3,NA,3,NA,NA,NA,NA,"Starvation"
"634",40598,"North Africa","19-Sep-15",2015,"Sep",1,NA,1,NA,NA,NA,NA,"Harsh conditions"
"635",40599,"North Africa","19-Sep-15",2015,"Sep",2,NA,2,NA,NA,NA,NA,"Harsh conditions"
"636",40772,"North Africa","19-Sep-15",2015,"Sep",3,NA,3,NA,NA,NA,NA,"Starvation"
"637",40760,"North Africa","18-Sep-15",2015,"Sep",1,NA,1,NA,NA,NA,NA,"Harsh conditions"
"638",40802,"North Africa","18-Sep-15",2015,"Sep",2,NA,2,NA,NA,NA,NA,"Starvation"
"639",40771,"North Africa","17-Sep-15",2015,"Sep",3,NA,3,NA,NA,NA,NA,"Starvation"
"640",40801,"North Africa","17-Sep-15",2015,"Sep",2,NA,2,NA,NA,NA,NA,"Starvation"
"641",40401,"US-Mexico Border","12-Sep-15",2015,"Sep",1,NA,1,NA,NA,1,NA,"Drowning"
"642",40854,"Central America","10-Sep-15",2015,"Sep",1,NA,1,NA,NA,1,NA,"Train Accident"
"643",40631,"US-Mexico Border","9-Sep-15",2015,"Sep",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"644",40858,"Europe","4-Sep-15",2015,"Sep",1,NA,1,NA,NA,1,NA,"Train Accident"
"645",40390,"Europe","1-Sep-15",2015,"Sep",1,NA,1,NA,NA,1,NA,"Drowning"
"646",40666,"North Africa","1-Sep-15",2015,"Sep",3,NA,3,NA,NA,NA,NA,"Murdered"
"647",44610,"North Africa","31-Aug-15",2015,"Aug",3,NA,3,NA,NA,NA,NA,"Starvation"
"648",40630,"US-Mexico Border","28-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"649",40846,"Europe","27-Aug-15",2015,"Aug",71,NA,71,NA,8,59,4,"Suffocation"
"650",40385,"US-Mexico Border","24-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Drowning"
"651",40629,"US-Mexico Border","23-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"652",40628,"US-Mexico Border","21-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"653",40627,"US-Mexico Border","20-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"654",40759,"North Africa","20-Aug-15",2015,"Aug",2,NA,2,NA,NA,NA,NA,"Harsh conditions"
"655",40624,"US-Mexico Border","18-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"656",40625,"US-Mexico Border","18-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"657",40626,"US-Mexico Border","18-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"658",40848,"Central America","18-Aug-15",2015,"Aug",20,NA,20,NA,NA,NA,NA,"Train Accident"
"659",40380,"US-Mexico Border","17-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Drowning"
"660",40378,"US-Mexico Border","15-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Drowning"
"661",40377,"US-Mexico Border","14-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Drowning"
"662",40623,"US-Mexico Border","14-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"663",40622,"US-Mexico Border","13-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"664",40621,"US-Mexico Border","10-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"665",40692,"Middle East","10-Aug-15",2015,"Aug",1,NA,1,NA,1,NA,1,"Shot"
"666",40620,"US-Mexico Border","8-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"667",40619,"US-Mexico Border","5-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"668",40618,"US-Mexico Border","4-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"669",40695,"Central America","4-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Shot"
"670",40853,"Central America","4-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Train Accident"
"671",40680,"Central America","3-Aug-15",2015,"Aug",1,NA,1,NA,NA,1,NA,"Shot"
"672",40663,"North Africa","1-Aug-15",2015,"Aug",1,NA,1,NA,NA,NA,NA,"Murdered"
"673",40800,"North Africa","1-Aug-15",2015,"Aug",1,NA,1,NA,NA,NA,NA,"Starvation"
"674",40840,"North Africa","1-Aug-15",2015,"Aug",1,NA,1,NA,NA,NA,NA,"Suffocation"
"675",40662,"US-Mexico Border","31-Jul-15",2015,"Jul",1,NA,1,NA,NA,1,NA,"Murdered"
"676",40371,"US-Mexico Border","29-Jul-15",2015,"Jul",1,NA,1,NA,NA,1,NA,"Drowning"
"677",40370,"US-Mexico Border","28-Jul-15",2015,"Jul",1,NA,1,NA,NA,1,NA,"Drowning"
"678",40369,"Europe","24-Jul-15",2015,"Jul",1,NA,1,NA,NA,1,NA,"Drowning"
"679",40798,"North Africa","23-Jul-15",2015,"Jul",1,NA,1,NA,NA,NA,NA,"Starvation"
"680",40799,"North Africa","23-Jul-15",2015,"Jul",7,NA,7,NA,NA,NA,NA,"Starvation"
"681",40367,"US-Mexico Border","21-Jul-15",2015,"Jul",3,NA,3,NA,NA,3,1,"Drowning"
"682",40366,"Europe","19-Jul-15",2015,"Jul",1,NA,1,NA,NA,1,1,"Drowning"
"683",40362,"US-Mexico Border","7-Jul-15",2015,"Jul",1,NA,1,NA,NA,1,1,"Drowning"
"684",40857,"Europe","7-Jul-15",2015,"Jul",1,NA,1,NA,NA,1,NA,"Train Accident"
"685",40797,"North Africa","6-Jul-15",2015,"Jul",1,NA,1,NA,NA,NA,NA,"Starvation"
"686",40665,"North Africa","1-Jul-15",2015,"Jul",2,NA,2,NA,NA,NA,NA,"Murdered"
"687",40667,"North Africa","1-Jul-15",2015,"Jul",1,NA,1,NA,NA,NA,NA,"Murdered"
"688",40795,"North Africa","1-Jul-15",2015,"Jul",1,NA,1,NA,NA,NA,NA,"Starvation"
"689",40796,"North Africa","1-Jul-15",2015,"Jul",3,NA,3,NA,NA,NA,NA,"Starvation"
"690",44608,"North Africa","30-Jun-15",2015,"Jun",2,NA,2,NA,NA,NA,NA,"Dehydration"
"691",40617,"US-Mexico Border","27-Jun-15",2015,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"692",40856,"Europe","26-Jun-15",2015,"Jun",1,NA,1,NA,NA,1,NA,"Train Accident"
"693",40360,"US-Mexico Border","25-Jun-15",2015,"Jun",1,NA,1,NA,NA,1,NA,"Drowning"
"694",40358,"US-Mexico Border","21-Jun-15",2015,"Jun",1,NA,1,NA,NA,1,NA,"Drowning"
"695",40852,"Central America","16-Jun-15",2015,"Jun",1,NA,1,NA,NA,1,NA,"Train Accident"
"696",40299,"North Africa","15-Jun-15",2015,"Jun",15,NA,15,NA,NA,NA,NA,"Dehydration"
"697",40616,"US-Mexico Border","8-Jun-15",2015,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"698",40297,"North Africa","3-Jun-15",2015,"Jun",18,NA,18,NA,1,17,NA,"Dehydration"
"699",40298,"North Africa","3-Jun-15",2015,"Jun",NA,NA,0,NA,NA,NA,NA,"Dehydration"
"700",40300,"North Africa","3-Jun-15",2015,"Jun",NA,NA,0,NA,NA,NA,NA,"Dehydration"
"701",40614,"US-Mexico Border","1-Jun-15",2015,"Jun",1,NA,1,NA,1,NA,NA,"Hyperthermia"
"702",40615,"US-Mexico Border","1-Jun-15",2015,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"703",40664,"North Africa","1-Jun-15",2015,"Jun",1,NA,1,NA,NA,NA,NA,"Murdered"
"704",40690,"Central America","31-May-15",2015,"May",1,NA,1,NA,NA,1,NA,"Shot"
"705",40355,"US-Mexico Border","28-May-15",2015,"May",8,NA,8,NA,NA,NA,NA,"Drowning"
"706",40356,"US-Mexico Border","28-May-15",2015,"May",NA,1,1,NA,NA,1,NA,"Drowning"
"707",40608,"South America","27-May-15",2015,"May",1,NA,1,NA,NA,1,NA,"Cardiac arrest"
"708",40350,"US-Mexico Border","18-May-15",2015,"May",1,NA,1,NA,NA,1,NA,"Drowning"
"709",40691,"Central America","10-May-15",2015,"May",1,NA,1,2,NA,1,NA,"Shot"
"710",40290,"North Africa","1-May-15",2015,"May",6,NA,6,NA,NA,NA,NA,"Dehydration"
"711",40661,"North Africa","1-May-15",2015,"May",2,NA,2,NA,NA,NA,NA,"Murdered"
"712",44606,"North Africa","30-Apr-15",2015,"Apr",2,NA,2,NA,NA,NA,NA,"Shot"
"713",40863,"Europe","24-Apr-15",2015,"Apr",1,NA,1,NA,NA,1,NA,"Train Accident"
"714",40862,"Europe","23-Apr-15",2015,"Apr",14,NA,14,36,NA,NA,NA,"Train Accident"
"715",40348,"US-Mexico Border","21-Apr-15",2015,"Apr",1,NA,1,NA,NA,1,NA,"Drowning"
"716",40851,"Central America","17-Apr-15",2015,"Apr",1,NA,1,NA,NA,1,NA,"Train Accident"
"717",40343,"US-Mexico Border","15-Apr-15",2015,"Apr",1,2,3,NA,2,1,NA,"Drowning"
"718",40342,"US-Mexico Border","14-Apr-15",2015,"Apr",1,NA,1,NA,NA,1,NA,"Drowning"
"719",40296,"North Africa","1-Apr-15",2015,"Apr",1,NA,1,NA,NA,NA,NA,"Dehydration"
"720",40333,"US-Mexico Border","17-Mar-15",2015,"Mar",1,NA,1,NA,NA,1,NA,"Drowning"
"721",40860,"Central America","17-Mar-15",2015,"Mar",NA,NA,0,NA,NA,NA,NA,"Train Accident"
"722",40861,"Central America","17-Mar-15",2015,"Mar",6,NA,6,269,NA,NA,NA,"Train Accident"
"723",40331,"North Africa","11-Mar-15",2015,"Mar",4,8,12,18,NA,NA,1,"Drowning"
"724",40332,"US-Mexico Border","11-Mar-15",2015,"Mar",1,NA,1,NA,NA,NA,NA,"Drowning"
"725",40329,"Central America","9-Mar-15",2015,"Mar",1,NA,1,NA,NA,1,NA,"Drowning"
"726",40328,"North Africa","8-Mar-15",2015,"Mar",4,NA,4,30,NA,NA,NA,"Drowning"
"727",40326,"US-Mexico Border","6-Mar-15",2015,"Mar",1,NA,1,NA,NA,1,NA,"Drowning"
"728",40327,"US-Mexico Border","6-Mar-15",2015,"Mar",1,NA,1,NA,NA,1,NA,"Drowning"
"729",40533,"Central America","6-Mar-15",2015,"Mar",1,NA,1,NA,NA,1,NA,"Drowning"
"730",40539,"North Africa","4-Mar-15",2015,"Mar",NA,25,25,NA,NA,NA,NA,"Drowning"
"731",40597,"North Africa","1-Mar-15",2015,"Mar",3,NA,3,NA,NA,NA,NA,"Harsh conditions"
"732",40659,"North Africa","1-Mar-15",2015,"Mar",1,NA,1,NA,NA,NA,NA,"Murdered"
"733",40660,"North Africa","1-Mar-15",2015,"Mar",2,NA,2,NA,NA,NA,NA,"Murdered"
"734",40321,"US-Mexico Border","28-Feb-15",2015,"Feb",6,NA,6,NA,1,4,NA,"Drowning"
"735",40317,"US-Mexico Border","6-Feb-15",2015,"Feb",1,NA,1,NA,NA,1,NA,"Drowning"
"736",40315,"US-Mexico Border","30-Jan-15",2015,"Jan",1,NA,1,NA,NA,1,NA,"Drowning"
"737",40655,"Central America","19-Jan-15",2015,"Jan",1,NA,1,NA,NA,1,NA,"Murdered"
"738",40658,"Central America","17-Jan-15",2015,"Jan",1,NA,1,NA,NA,1,NA,"Murdered"
"739",40596,"North Africa","1-Jan-15",2015,"Jan",26,NA,26,NA,NA,NA,NA,"Harsh conditions"
"740",40657,"North Africa","1-Jan-15",2015,"Jan",1,NA,1,NA,NA,NA,NA,"Murdered"
"741",39442,"North Africa","31-Dec-14",2014,"Dec",1,NA,1,NA,NA,NA,NA,"Murdered"
"742",39438,"Europe","19-Nov-14",2014,"Nov",2,NA,2,NA,NA,NA,NA,"Burned"
"743",39376,"Middle East","7-Nov-14",2014,"Nov",27,11,38,6,4,NA,11,"Drowning"
"744",39346,"US-Mexico Border","14-Sep-14",2014,"Sep",1,NA,1,NA,NA,1,NA,"Drowning"
"745",39347,"US-Mexico Border","14-Sep-14",2014,"Sep",1,0,1,0,NA,1,NA,"Hyperthermia"
"746",39226,"Central America","12-Sep-14",2014,"Sep",1,NA,1,NA,NA,1,NA,"Train Accident"
"747",39223,"Central America","10-Sep-14",2014,"Sep",2,NA,2,17,NA,NA,NA,"Drowning"
"748",39340,"US-Mexico Border","23-Aug-14",2014,"Aug",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"749",39334,"US-Mexico Border","4-Aug-14",2014,"Aug",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"750",39333,"Central America","3-Aug-14",2014,"Aug",1,NA,1,NA,NA,1,NA,"Train Accident"
"751",39363,"Middle East","31-Jul-14",2014,"Jul",1,NA,1,NA,NA,NA,NA,"Harsh conditions"
"752",39222,"US-Mexico Border","30-Jul-14",2014,"Jul",1,NA,1,NA,NA,1,1,"Electrocution"
"753",39328,"US-Mexico Border","26-Jul-14",2014,"Jul",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"754",39323,"Central America","7-Jul-14",2014,"Jul",1,NA,1,NA,NA,1,NA,"Train Accident"
"755",39320,"US-Mexico Border","2-Jul-14",2014,"Jul",1,NA,1,NA,NA,NA,NA,"Hyperthermia"
"756",39314,"US-Mexico Border","18-Jun-14",2014,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"757",39412,"North Africa","16-Jun-14",2014,"Jun",NA,29,29,NA,NA,NA,NA,"Drowning"
"758",39311,"US-Mexico Border","14-Jun-14",2014,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"759",39306,"US-Mexico Border","12-Jun-14",2014,"Jun",1,NA,1,NA,1,NA,NA,"Hyperthermia"
"760",39304,"US-Mexico Border","10-Jun-14",2014,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"761",39302,"US-Mexico Border","9-Jun-14",2014,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"762",39221,"US-Mexico Border","3-Jun-14",2014,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"763",39218,"US-Mexico Border","27-Apr-14",2014,"Apr",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"764",39235,"North Africa","14-Apr-14",2014,"Apr",10,0,10,309,NA,NA,NA,"Hyperthermia"
"765",39273,"US-Mexico Border","15-Mar-14",2014,"Mar",1,NA,1,NA,NA,NA,NA,"Hyperthermia"
"766",39372,"US-Mexico Border","11-Mar-14",2014,"Mar",1,NA,1,NA,1,NA,1,"Suicide"
"767",39212,"US-Mexico Border","4-Mar-14",2014,"Mar",1,NA,1,NA,1,NA,NA,"Hyperthermia"
"768",39379,"South Asia","26-Feb-14",2014,"Feb",1,0,1,0,NA,1,NA,"Shot"
"769",39211,"US-Mexico Border","18-Feb-14",2014,"Feb",1,NA,1,2,NA,1,NA,"Shot"
"770",39258,"US-Mexico Border","17-Jan-14",2014,"Jan",1,NA,1,NA,NA,NA,NA,"Shot"
"771",39207,"US-Mexico Border","16-Jan-14",2014,"Jan",1,NA,1,NA,NA,1,NA,"Shot"
"772",39368,"Europe","16-Jan-14",2014,"Jan",1,0,1,2,NA,1,NA,"Hyperthermia"
